日付,曜日,駅,定期（通勤）,定期（通学）,IC大人,IC小児,,,
2020/5/21,木,三宮,8524,118,7457,14,,,
2020/5/21,木,西神中央,4128,77,3544,5,,,
2020/5/22,金,三宮,8855,131,8329,15,,,
2020/5/22,金,西神中央,4290,69,3899,11,,,
2020/5/23,土,三宮,3425,111,5925,9,,,
2020/5/23,土,西神中央,1511,32,2129,7,,,
2020/5/24,日,三宮,2503,120,4804,8,,,
2020/5/24,日,西神中央,1032,32,1768,11,,,
2020/5/25,月,三宮,9756,145,8896,15,,,
2020/5/25,月,西神中央,4612,61,4078,12,,,
2020/5/26,火,三宮,9610,159,8989,12,,,
2020/5/26,火,西神中央,4600,59,3959,12,,,
2020/5/27,水,三宮,9459,206,9337,20,,,
2020/5/27,水,西神中央,4662,99,4421,12,,,
2020/5/28,木,三宮,9749,229,9924,20,,,
2020/5/28,木,西神中央,4689,133,4314,9,,,
2020/5/29,金,三宮,10048,211,10663,29,,,
2020/5/29,金,西神中央,4791,115,4531,8,,,
2020/5/30,土,三宮,4093,165,7928,18,,,
2020/5/30,土,西神中央,1600,55,2406,12,,,
2020/5/31,日,三宮,2882,130,5599,9,,,
2020/5/31,日,西神中央,1142,51,1755,4,,,
2020/6/1,月,三宮,11661,1409,11892,21,,,
2020/6/1,月,西神中央,5594,948,5279,18,,,
2020/6/2,火,三宮,11585,1741,11814,25,,,
2020/6/2,火,西神中央,5517,1121,5195,15,,,
2020/6/3,水,三宮,11468,1959,11414,19,,,
2020/6/3,水,西神中央,5481,1231,5028,17,,,
2020/6/4,木,三宮,11899,2022,11327,16,,,
2020/6/4,木,西神中央,5556,1288,4982,14,,,
2020/6/5,金,三宮,11784,2043,12758,34,,,
2020/6/5,金,西神中央,5536,1319,5344,17,,,
2020/6/6,土,三宮,4818,779,9754,26,,,
2020/6/6,土,西神中央,1804,710,2955,24,,,
2020/6/7,日,三宮,3455,521,8058,24,,,
2020/6/7,日,西神中央,1258,310,2326,7,,,
2020/6/8,月,三宮,12116,2187,11635,28,,,
2020/6/8,月,西神中央,5638,1412,5085,13,,,
2020/6/9,火,三宮,12144,2222,12110,27,,,
2020/6/9,火,西神中央,5709,1413,5317,21,,,
2020/6/10,水,三宮,11961,2268,11743,23,,,
2020/6/10,水,西神中央,5568,1443,5089,22,,,
2020/6/11,木,三宮,11952,2241,11410,21,,,
2020/6/11,木,西神中央,5571,1389,4758,11,,,
2020/6/12,金,三宮,12072,2353,13500,44,,,
2020/6/12,金,西神中央,5494,1481,5109,16,,,
2020/6/13,土,三宮,4996,893,9769,30,,,
2020/6/13,土,西神中央,1714,679,2782,18,,,
2020/6/14,日,三宮,3645,600,7885,32,,,
2020/6/14,日,西神中央,1266,361,2210,26,,,
2020/6/15,月,三宮,12541,2671,12350,27,,,
2020/6/15,月,西神中央,5773,1947,5393,20,,,
2020/6/16,火,三宮,12523,2821,12845,17,,,
2020/6/16,火,西神中央,5754,1987,5471,16,,,
2020/6/17,水,三宮,12207,2789,13175,20,,,
2020/6/17,水,西神中央,5676,1996,5470,16,,,
2020/6/18,木,三宮,12534,2834,12601,21,,,
2020/6/18,木,西神中央,5655,1957,4988,9,,,
2020/6/19,金,三宮,12358,2987,13893,30,,,
2020/6/19,金,西神中央,5543,2000,5247,17,,,
2020/6/20,土,三宮,5344,1524,12564,20,,,
2020/6/20,土,西神中央,1953,1219,3495,24,,,
2020/6/21,日,三宮,3928,809,10294,28,,,
2020/6/21,日,西神中央,1372,457,2752,8,,,
2020/6/22,月,三宮,12692,3076,12962,15,,,
2020/6/22,月,西神中央,5766,2097,5487,15,,,
2020/6/23,火,三宮,12728,3094,13731,22,,,
2020/6/23,火,西神中央,5838,2129,5549,18,,,
2020/6/24,水,三宮,12528,3110,13885,16,,,
2020/6/24,水,西神中央,5816,2122,5476,17,,,
2020/6/25,木,三宮,12723,3114,13508,17,,,
2020/6/25,木,西神中央,5735,2124,5413,14,,,
2020/6/26,金,三宮,12689,3140,14913,34,,,
2020/6/26,金,西神中央,5720,2111,5592,18,,,
2020/6/27,土,三宮,5495,1504,13512,50,,,
2020/6/27,土,西神中央,1969,1136,3619,14,,,
2020/6/28,日,三宮,4026,999,10337,25,,,
2020/6/28,日,西神中央,1368,536,2725,20,,,
2020/6/29,月,三宮,12800,3247,13347,19,,,
2020/6/29,月,西神中央,5878,2128,5600,21,,,
2020/6/30,火,三宮,12946,3228,12323,17,,,
2020/6/30,火,西神中央,5894,2106,4679,9,,,
2020/7/1,水,三宮,13150,3325,13706,17,,,
2020/7/1,水,西神中央,6029,2171,5547,18,,,
2020/7/2,木,三宮,13337,3307,14190,21,,,
2020/7/2,木,西神中央,6061,2151,5823,16,,,
2020/7/3,金,三宮,13349,3345,15054,31,,,
2020/7/3,金,西神中央,5925,2134,5597,17,,,
2020/7/4,土,三宮,5589,2215,11580,42,,,
2020/7/4,土,西神中央,1996,1434,3195,17,,,
2020/7/5,日,三宮,4178,1104,9860,23,,,
2020/7/5,日,西神中央,1382,635,2732,19,,,
2020/7/6,月,三宮,13202,3457,12343,21,,,
2020/7/6,月,西神中央,5932,2161,4973,22,,,
2020/7/7,火,三宮,13181,3586,13191,24,,,
2020/7/7,火,西神中央,6005,2212,5285,12,,,
2020/7/8,水,三宮,12868,1236,13466,13,,,
2020/7/8,水,西神中央,5862,392,4980,16,,,
2020/7/9,木,三宮,13223,3571,13679,26,,,
2020/7/9,木,西神中央,6005,2199,5446,14,,,
2020/7/10,金,三宮,13196,3584,16328,42,,,
2020/7/10,金,西神中央,5791,2198,5513,21,,,
2020/7/11,土,三宮,5486,937,11396,30,,,
2020/7/11,土,西神中央,1945,380,2994,19,,,
2020/7/12,日,三宮,4239,1045,11358,34,,,
2020/7/12,日,西神中央,1434,514,2851,19,,,
2020/7/13,月,三宮,13253,3569,13092,26,,,
2020/7/13,月,西神中央,5902,2200,5330,20,,,
2020/7/14,火,三宮,13056,3576,12769,18,,,
2020/7/14,火,西神中央,5946,2221,5132,19,,,
2020/7/15,水,三宮,12987,3628,14231,21,,,
2020/7/15,水,西神中央,5929,2206,5930,17,,,
2020/7/16,木,三宮,13228,3668,14449,19,,,
2020/7/16,木,西神中央,5946,2244,5947,14,,,
2020/7/17,金,三宮,13138,3671,15524,34,,,
2020/7/17,金,西神中央,5844,2237,5981,20,,,
2020/7/18,土,三宮,5779,1978,12251,25,,,
2020/7/18,土,西神中央,2047,1131,3634,22,,,
2020/7/19,日,三宮,4237,1042,9653,35,,,
2020/7/19,日,西神中央,1388,505,2665,18,,,
2020/7/20,月,三宮,13364,3639,13394,22,,,
2020/7/20,月,西神中央,6001,2226,5682,24,,,
2020/7/21,火,三宮,13392,3621,14181,29,,,
2020/7/21,火,西神中央,5962,2249,5812,15,,,
2020/7/22,水,三宮,13214,3663,15945,31,,,
2020/7/22,水,西神中央,5824,2186,5966,12,,,
2020/7/23,祝,三宮,4875,2095,10666,40,,,
2020/7/23,祝,西神中央,1883,1156,2935,14,,,
2020/7/24,祝,三宮,4585,2063,9928,32,,,
2020/7/24,祝,西神中央,1658,939,2703,18,,,
2020/7/25,土,三宮,5012,871,9313,16,,,
2020/7/25,土,西神中央,1690,327,2627,15,,,
2020/7/26,日,三宮,3931,999,8964,26,,,
2020/7/26,日,西神中央,1297,609,2607,16,,,
2020/7/27,月,三宮,13050,3189,13094,35,,,
2020/7/27,月,西神中央,5799,2116,5435,20,,,
2020/7/28,火,三宮,13112,3493,13419,28,,,
2020/7/28,火,西神中央,5898,2203,5532,19,,,
2020/7/29,水,三宮,12815,3317,13153,40,,,
2020/7/29,水,西神中央,5741,2003,5390,30,,,
2020/7/30,木,三宮,12904,3286,13282,22,,,
2020/7/30,木,西神中央,5760,1920,5492,22,,,
2020/7/31,金,三宮,13050,3457,14297,33,,,
2020/7/31,金,西神中央,5805,2077,5719,31,,,
2020/8/1,土,三宮,5546,2084,10874,28,,,
2020/8/1,土,西神中央,1999,1168,3264,25,,,
2020/8/2,日,三宮,4043,1187,8860,56,,,
2020/8/2,日,西神中央,1346,695,2612,22,,,
2020/8/3,月,三宮,12908,2783,13005,40,,,
2020/8/3,月,西神中央,5727,1625,5473,17,,,
2020/8/4,火,三宮,12736,2700,13351,36,,,
2020/8/4,火,西神中央,5640,1688,5624,22,,,
2020/8/5,水,三宮,12566,2581,13426,40,,,
2020/8/5,水,西神中央,5544,1663,5608,28,,,
2020/8/6,木,三宮,12545,2493,13571,42,,,
2020/8/6,木,西神中央,5437,1587,5484,28,,,
2020/8/7,金,三宮,12229,2659,15252,38,,,
2020/8/7,金,西神中央,5270,1639,5565,32,,,
2020/8/8,土,三宮,5262,1933,11747,33,,,
2020/8/8,土,西神中央,1971,1224,3393,18,,,
2020/8/9,日,三宮,3996,1143,10250,43,,,
2020/8/9,日,西神中央,1336,688,2764,16,,,
2020/8/10,祝,三宮,4193,1421,9167,39,,,
2020/8/10,祝,西神中央,1505,796,2759,13,,,
2020/8/11,火,三宮,10135,1658,12778,37,,,
2020/8/11,火,西神中央,3992,1074,4612,13,,,
2020/8/12,水,三宮,9617,1436,12335,45,,,
2020/8/12,水,西神中央,3838,989,4304,11,,,
2020/8/13,木,三宮,8274,1168,11317,33,,,
2020/8/13,木,西神中央,3226,563,3666,7,,,
2020/8/14,金,三宮,7658,1120,11958,31,,,
2020/8/14,金,西神中央,2962,574,3683,12,,,
2020/8/15,土,三宮,4225,1034,9945,41,,,
2020/8/15,土,西神中央,1472,464,2836,7,,,
2020/8/16,日,三宮,3752,950,8492,43,,,
2020/8/16,日,西神中央,1212,459,2491,13,,,
2020/8/17,月,三宮,12210,2038,12618,28,,,
2020/8/17,月,西神中央,5432,1436,5361,26,,,
2020/8/18,火,三宮,12742,2338,13316,25,,,
2020/8/18,火,西神中央,5640,1484,5410,11,,,
2020/8/19,水,三宮,12379,2276,13180,32,,,
2020/8/19,水,西神中央,5535,1519,5536,19,,,
2020/8/20,木,三宮,12848,2406,13650,23,,,
2020/8/20,木,西神中央,5704,1528,5657,8,,,
2020/8/21,金,三宮,12695,2593,15147,26,,,
2020/8/21,金,西神中央,5488,1571,5541,17,,,
2020/8/22,土,三宮,5455,1731,11899,37,,,
2020/8/22,土,西神中央,1885,1021,3384,21,,,
2020/8/23,日,三宮,4074,1160,10086,30,,,
2020/8/23,日,西神中央,1340,620,2753,23,,,
2020/8/24,月,三宮,12769,3027,13080,21,,,
2020/8/24,月,西神中央,5675,1921,5713,13,,,
2020/8/25,火,三宮,12948,3058,13547,20,,,
2020/8/25,火,西神中央,5713,1977,5812,13,,,
2020/8/26,水,三宮,12580,3098,13614,20,,,
2020/8/26,水,西神中央,5677,1982,5835,8,,,
2020/8/27,木,三宮,12792,3067,13746,22,,,
2020/8/27,木,西神中央,5688,2056,5933,13,,,
2020/8/28,金,三宮,12690,3245,15119,27,,,
2020/8/28,金,西神中央,5562,2072,6209,16,,,
2020/8/29,土,三宮,5561,1776,12249,34,,,
2020/8/29,土,西神中央,2008,1184,3919,19,,,
2020/8/30,日,三宮,4262,1275,10034,43,,,
2020/8/30,日,西神中央,1337,566,3365,15,,,
2020/8/31,月,三宮,13112,2984,13251,18,,,
2020/8/31,月,西神中央,5823,1901,6542,12,,,
2020/9/1,火,三宮,13227,3537,13352,23,,,
2020/9/1,火,西神中央,5854,2202,5639,12,,,
2020/9/2,水,三宮,12750,3623,13174,16,,,
2020/9/2,水,西神中央,5721,2247,5351,9,,,
2020/9/3,木,三宮,12981,3604,13239,18,,,
2020/9/3,木,西神中央,5686,2221,5264,10,,,
2020/9/4,金,三宮,12859,3613,14425,23,,,
2020/9/4,金,西神中央,5591,2227,5511,19,,,
2020/9/5,土,三宮,5605,2088,11747,38,,,
2020/9/5,土,西神中央,1905,1144,3145,26,,,
2020/9/6,日,三宮,4019,1304,8658,47,,,
2020/9/6,日,西神中央,1235,652,2191,15,,,
2020/9/7,月,三宮,12640,938,10633,20,,,
2020/9/7,月,西神中央,5509,323,4014,14,,,
2020/9/8,火,三宮,13052,3605,13928,26,,,
2020/9/8,火,西神中央,5790,2259,5601,19,,,
2020/9/9,水,三宮,12613,3647,13525,20,,,
2020/9/9,水,西神中央,5609,2246,5151,23,,,
2020/9/10,木,三宮,13093,3572,14050,21,,,
2020/9/10,木,西神中央,5760,2179,5470,12,,,
2020/9/11,金,三宮,12867,3568,15365,31,,,
2020/9/11,金,西神中央,5481,2229,5424,19,,,
2020/9/12,土,三宮,5698,2262,13070,56,,,
2020/9/12,土,西神中央,1939,1278,3230,23,,,
2020/9/13,日,三宮,4327,1257,10478,48,,,
2020/9/13,日,西神中央,1330,665,2644,14,,,
2020/9/14,月,三宮,12988,3564,14135,95,,,
2020/9/14,月,西神中央,5726,2231,5675,27,,,
2020/9/15,火,三宮,13022,3761,15393,33,,,
2020/9/15,火,西神中央,5720,2291,5752,25,,,
2020/9/16,水,三宮,12712,3722,15735,31,,,
2020/9/16,水,西神中央,5673,2291,5609,17,,,
2020/9/17,木,三宮,12885,3819,15165,27,,,
2020/9/17,木,西神中央,5652,2293,5523,14,,,
2020/9/18,金,三宮,12853,3841,16190,36,,,
2020/9/18,金,西神中央,5496,2254,5614,22,,,
2020/9/19,土,三宮,5585,2191,14531,60,,,
2020/9/19,土,西神中央,1950,1309,3871,32,,,
2020/9/20,日,三宮,4373,1432,13453,91,,,
2020/9/20,日,西神中央,1429,781,3304,20,,,
2020/9/21,祝,三宮,4752,1709,13195,77,,,
2020/9/21,祝,西神中央,1671,936,3223,8,,,
2020/9/22,祝,三宮,4679,1905,11709,65,,,
2020/9/22,祝,西神中央,1615,908,3094,10,,,
2020/9/23,水,三宮,12901,4100,14578,21,,,
2020/9/23,水,西神中央,5678,2340,5698,20,,,
2020/9/24,木,三宮,13028,4174,14838,22,,,
2020/9/24,木,西神中央,5724,2356,5513,8,,,
2020/9/25,金,三宮,12951,4023,15848,34,,,
2020/9/25,金,西神中央,5540,2292,5359,14,,,
2020/9/26,土,三宮,6086,2571,14152,71,,,
2020/9/26,土,西神中央,2123,1229,3604,31,,,
2020/9/27,日,三宮,4422,1577,12304,53,,,
2020/9/27,日,西神中央,1383,717,2851,14,,,
2020/9/28,月,三宮,12898,4353,14818,25,,,
2020/9/28,月,西神中央,5681,2406,5697,30,,,
2020/9/29,火,三宮,12785,4530,15225,24,,,
2020/9/29,火,西神中央,5657,2236,5963,18,,,
2020/9/30,水,三宮,12864,4585,14882,27,,,
2020/9/30,水,西神中央,5729,2381,5622,28,,,
2020/10/1,木,三宮,13490,4687,14449,17,,,
2020/10/1,木,西神中央,5906,2504,5658,14,,,
2020/10/2,金,三宮,13416,4537,15997,36,,,
2020/10/2,金,西神中央,5832,2505,5718,18,,,
2020/10/3,土,三宮,5974,2566,14092,59,,,
2020/10/3,土,西神中央,2063,1444,3515,23,,,
2020/10/4,日,三宮,4393,1690,11536,70,,,
2020/10/4,日,西神中央,1414,810,2837,13,,,
2020/10/5,月,三宮,13345,4867,13977,31,,,
2020/10/5,月,西神中央,5872,2521,5414,32,,,
2020/10/6,火,三宮,13405,5052,14710,23,,,
2020/10/6,火,西神中央,5884,2586,5572,19,,,
2020/10/7,水,三宮,13197,5030,14726,55,,,
2020/10/7,水,西神中央,5808,2528,5558,25,,,
2020/10/8,木,三宮,13341,4833,14332,25,,,
2020/10/8,木,西神中央,5784,2523,5149,14,,,
2020/10/9,金,三宮,13064,4862,14363,30,,,
2020/10/9,金,西神中央,5559,2512,4765,16,,,
2020/10/10,土,三宮,5458,2507,11342,47,,,
2020/10/10,土,西神中央,1861,998,2938,27,,,
2020/10/11,日,三宮,4537,1831,11987,59,,,
2020/10/11,日,西神中央,1414,728,2811,24,,,
2020/10/12,月,三宮,13346,5059,14218,27,,,
2020/10/12,月,西神中央,5800,2585,5560,26,,,
2020/10/13,火,三宮,13483,5269,14597,26,,,
2020/10/13,火,西神中央,5908,2646,5721,23,,,
2020/10/14,水,三宮,13160,5289,14762,22,,,
2020/10/14,水,西神中央,5744,2647,5740,20,,,
2020/10/15,木,三宮,13341,5114,16000,21,,,
2020/10/15,木,西神中央,5891,2369,5719,15,,,
2020/10/16,金,三宮,13332,5082,17201,41,,,
2020/10/16,金,西神中央,5586,2644,5915,21,,,
2020/10/17,土,三宮,6018,2354,12640,63,,,
2020/10/17,土,西神中央,2001,1272,3050,36,,,
2020/10/18,日,三宮,4704,1762,13125,85,,,
2020/10/18,日,西神中央,1444,710,3049,18,,,
2020/10/19,月,三宮,13282,5087,14266,26,,,
2020/10/19,月,西神中央,5852,2609,5446,27,,,
2020/10/20,火,三宮,13462,5356,15290,24,,,
2020/10/20,火,西神中央,5913,2681,5817,23,,,
2020/10/21,水,三宮,13242,5282,15266,32,,,
2020/10/21,水,西神中央,5834,2587,5772,21,,,
2020/10/22,木,三宮,13395,5283,14487,25,,,
2020/10/22,木,西神中央,5858,2613,5489,13,,,
2020/10/23,金,三宮,13188,5131,17056,37,,,
2020/10/23,金,西神中央,5596,2511,5429,23,,,
2020/10/24,土,三宮,6139,2956,15587,62,,,
2020/10/24,土,西神中央,2106,1223,3910,26,,,
2020/10/25,日,三宮,4754,1835,13377,62,,,
2020/10/25,日,西神中央,1497,761,2988,29,,,
2020/10/26,月,三宮,13343,4935,14745,33,,,
2020/10/26,月,西神中央,5790,2579,5718,30,,,
2020/10/27,火,三宮,13488,5346,15222,27,,,
2020/10/27,火,西神中央,5890,2644,5864,19,,,
2020/10/28,水,三宮,13332,5344,15920,26,,,
2020/10/28,水,西神中央,5793,2637,5867,23,,,
2020/10/29,木,三宮,13497,5308,15182,24,,,
2020/10/29,木,西神中央,5896,2630,5546,11,,,
2020/10/30,金,三宮,13476,5168,16952,37,,,
2020/10/30,金,西神中央,5720,2623,5984,24,,,
2020/10/31,土,三宮,6275,3014,15026,81,,,
2020/10/31,土,西神中央,2110,1940,3600,26,,,
2020/11/1,日,三宮,4541,2197,12942,74,,,
2020/11/1,日,西神中央,1408,1059,3070,13,,,
2020/11/2,月,三宮,12925,4801,14260,35,,,
2020/11/2,月,西神中央,5327,2468,4803,22,,,
2020/11/3,祝,三宮,5308,2335,12335,71,,,
2020/11/3,祝,西神中央,1841,1192,3104,23,,,
2020/11/4,水,三宮,13545,5077,15484,26,,,
2020/11/4,水,西神中央,5951,2577,5927,12,,,
2020/11/5,木,三宮,13668,5299,15463,27,,,
2020/11/5,木,西神中央,5955,2621,5748,12,,,
2020/11/6,金,三宮,13635,5078,16495,36,,,
2020/11/6,金,西神中央,5817,2602,5846,21,,,
2020/11/7,土,三宮,6178,2856,14223,73,,,
2020/11/7,土,西神中央,2034,1415,3611,30,,,
2020/11/8,日,三宮,4734,2033,12731,72,,,
2020/11/8,日,西神中央,1462,866,3144,28,,,
2020/11/9,月,三宮,13537,5150,14479,29,,,
2020/11/9,月,西神中央,5887,2563,5660,32,,,
2020/11/10,火,三宮,13667,5422,15191,27,,,
2020/11/10,火,西神中央,5903,2661,5910,23,,,
2020/11/11,水,三宮,13210,5449,15294,19,,,
2020/11/11,水,西神中央,5808,2658,5830,22,,,
2020/11/12,木,三宮,13492,5341,15185,24,,,
2020/11/12,木,西神中央,5895,2655,5754,11,,,
2020/11/13,金,三宮,13254,5209,16577,36,,,
2020/11/13,金,西神中央,5702,2560,5825,20,,,
2020/11/14,土,三宮,6239,3074,15180,90,,,
2020/11/14,土,西神中央,2088,1446,3815,25,,,
2020/11/15,日,三宮,4650,2031,13124,88,,,
2020/11/15,日,西神中央,1483,874,2906,21,,,
2020/11/16,月,三宮,13340,5174,14230,36,,,
2020/11/16,月,西神中央,5861,2548,5560,28,,,
2020/11/17,火,三宮,13423,5326,15224,24,,,
2020/11/17,火,西神中央,5879,2640,5734,20,,,
2020/11/18,水,三宮,13032,5313,15071,22,,,
2020/11/18,水,西神中央,5821,2601,5789,22,,,
2020/11/19,木,三宮,13419,5238,15155,30,,,
2020/11/19,木,西神中央,5830,2584,5679,14,,,
2020/11/20,金,三宮,13275,4859,16148,38,,,
2020/11/20,金,西神中央,5671,2540,5436,19,,,
2020/11/21,土,三宮,6036,2681,14903,92,,,
2020/11/21,土,西神中央,2082,1351,3378,25,,,
2020/11/22,日,三宮,4620,1977,12773,82,,,
2020/11/22,日,西神中央,1450,832,2637,8,,,
2020/11/23,祝,三宮,4823,2378,11147,56,,,
2020/11/23,祝,西神中央,1550,904,2576,8,,,
2020/11/24,火,三宮,13386,5135,15281,32,,,
2020/11/24,火,西神中央,5894,2575,5776,25,,,
2020/11/25,水,三宮,13425,5322,14593,21,,,
2020/11/25,水,西神中央,5945,2569,5721,20,,,
2020/11/26,木,三宮,13418,5183,14750,24,,,
2020/11/26,木,西神中央,5829,2540,5614,22,,,
2020/11/27,金,三宮,13371,5085,15839,32,,,
2020/11/27,金,西神中央,5767,2534,5905,18,,,
2020/11/28,土,三宮,6167,2335,13322,61,,,
2020/11/28,土,西神中央,2112,1109,3456,35,,,
2020/11/29,日,三宮,4471,1663,10470,85,,,
2020/11/29,日,西神中央,1402,709,2574,17,,,
2020/11/30,月,三宮,13504,5095,13584,32,,,
2020/11/30,月,西神中央,5896,2552,5377,21,,,
2020/12/1,火,三宮,13650,5231,13781,24,,,
2020/12/1,火,西神中央,6015,2582,5576,21,,,
2020/12/2,水,三宮,13280,5331,13764,27,,,
2020/12/2,水,西神中央,5836,2523,5637,21,,,
2020/12/3,木,三宮,13452,5196,13746,22,,,
2020/12/3,木,西神中央,5905,2590,5449,17,,,
2020/12/4,金,三宮,13312,5239,15139,28,,,
2020/12/4,金,西神中央,5827,2601,6058,21,,,
2020/12/5,土,三宮,5929,2718,12194,55,,,
2020/12/5,土,西神中央,2064,977,3661,29,,,
2020/12/6,日,三宮,4475,1541,10000,48,,,
2020/12/6,日,西神中央,1421,565,2842,21,,,
2020/12/7,月,三宮,13234,4952,13426,28,,,
2020/12/7,月,西神中央,5824,2536,5684,26,,,
2020/12/8,火,三宮,13238,5096,13923,29,,,
2020/12/8,火,西神中央,5842,2523,5723,21,,,
2020/12/9,水,三宮,12971,4794,13639,21,,,
2020/12/9,水,西神中央,5711,2378,5632,18,,,
2020/12/10,木,三宮,13217,4816,14191,26,,,
2020/12/10,木,西神中央,5801,2557,5754,16,,,
2020/12/11,金,三宮,13127,4900,15514,35,,,
2020/12/11,金,西神中央,5700,2518,5864,18,,,
2020/12/12,土,三宮,6067,2713,12471,38,,,
2020/12/12,土,西神中央,2040,1043,3509,24,,,
2020/12/13,日,三宮,4560,1682,10161,49,,,
2020/12/13,日,西神中央,1477,687,2813,27,,,
2020/12/14,月,三宮,13199,4797,13492,27,,,
2020/12/14,月,西神中央,5740,2488,5491,28,,,
2020/12/15,火,三宮,13102,4652,14244,27,,,
2020/12/15,火,西神中央,5713,2445,5525,19,,,
2020/12/16,水,三宮,12950,4571,14183,25,,,
2020/12/16,水,西神中央,5709,2360,5784,26,,,
2020/12/17,木,三宮,13064,4110,14582,30,,,
2020/12/17,木,西神中央,5708,2287,5693,18,,,
2020/12/18,金,三宮,13177,4479,16060,39,,,
2020/12/18,金,西神中央,5544,2358,5826,24,,,
2020/12/19,土,三宮,6095,2685,13047,41,,,
2020/12/19,土,西神中央,2065,1133,3516,27,,,
2020/12/20,日,三宮,4468,1914,10360,39,,,
2020/12/20,日,西神中央,1423,786,2714,18,,,
2020/12/21,月,三宮,13063,4283,14448,33,,,
2020/12/21,月,西神中央,5687,2205,5642,18,,,
2020/12/22,火,三宮,13133,4080,14552,24,,,
2020/12/22,火,西神中央,5659,2157,5694,21,,,
2020/12/23,水,三宮,13005,3829,14877,38,,,
2020/12/23,水,西神中央,5598,2112,5815,16,,,
2020/12/24,木,三宮,12971,3569,15267,37,,,
2020/12/24,木,西神中央,5633,2128,5595,20,,,
2020/12/25,金,三宮,12890,3008,17292,53,,,
2020/12/25,金,西神中央,5522,1690,5943,27,,,
2020/12/26,土,三宮,5695,2112,12504,51,,,
2020/12/26,土,西神中央,1930,1031,3443,24,,,
2020/12/27,日,三宮,4408,1571,10064,50,,,
2020/12/27,日,西神中央,1311,751,2746,21,,,
2020/12/28,月,三宮,10786,1831,13814,49,,,
2020/12/28,月,西神中央,4296,914,4448,26,,,
2020/12/29,火,三宮,6700,1396,11939,41,,,
2020/12/29,火,西神中央,2527,618,3248,20,,,
2020/12/30,水,三宮,4912,1113,9840,36,,,
2020/12/30,水,西神中央,1768,392,2295,13,,,
2020/12/31,木,三宮,2811,690,6909,30,,,
2020/12/31,木,西神中央,1035,255,1656,6,,,
2021/1/1,祝,三宮,1624,542,5647,35,,,
2021/1/1,祝,西神中央,628,145,1495,4,,,
2021/1/2,土,三宮,2956,763,7490,27,,,
2021/1/2,土,西神中央,1022,229,2098,6,,,
2021/1/3,日,三宮,3167,940,7907,34,,,
2021/1/3,日,西神中央,1041,352,2120,5,,,
2021/1/4,月,三宮,9174,1609,11069,69,,,
2021/1/4,月,西神中央,3654,721,3807,33,,,
2021/1/5,火,三宮,12357,2142,12667,80,,,
2021/1/5,火,西神中央,5354,983,5036,34,,,
2021/1/6,水,三宮,12819,3099,12895,52,,,
2021/1/6,水,西神中央,5685,1250,5378,26,,,
2021/1/7,木,三宮,12841,1315,11656,21,,,
2021/1/7,木,西神中央,5641,389,4409,16,,,
2021/1/8,金,三宮,12934,4331,13900,45,,,
2021/1/8,金,西神中央,5598,2214,5386,18,,,
2021/1/9,土,三宮,5554,2122,9835,40,,,
2021/1/9,土,西神中央,1954,1034,2847,26,,,
2021/1/10,日,三宮,4157,1415,8433,53,,,
2021/1/10,日,西神中央,1385,593,2204,17,,,
2021/1/11,祝,三宮,4214,1340,7499,35,,,
2021/1/11,祝,西神中央,1455,618,2261,16,,,
2021/1/12,火,三宮,12915,4235,13284,33,,,
2021/1/12,火,西神中央,5698,2168,5321,23,,,
2021/1/13,水,三宮,12774,4240,12566,43,,,
2021/1/13,水,西神中央,5682,2147,5499,15,,,
2021/1/14,木,三宮,12689,4068,11793,54,,,
2021/1/14,木,西神中央,5616,2149,5166,22,,,
2021/1/15,金,三宮,12514,3274,12186,44,,,
2021/1/15,金,西神中央,5549,2054,5131,23,,,
2021/1/16,土,三宮,5387,1476,8906,129,,,
2021/1/16,土,西神中央,1855,974,2792,16,,,
2021/1/17,日,三宮,3829,1117,7139,63,,,
2021/1/17,日,西神中央,1272,619,1960,15,,,
2021/1/18,月,三宮,12290,3413,11303,136,,,
2021/1/18,月,西神中央,5476,2050,4987,23,,,
2021/1/19,火,三宮,12156,3501,11084,45,,,
2021/1/19,火,西神中央,5407,2112,4832,25,,,
2021/1/20,水,三宮,12012,3425,11164,23,,,
2021/1/20,水,西神中央,5361,2110,4906,15,,,
2021/1/21,木,三宮,12161,3899,11511,21,,,
2021/1/21,木,西神中央,5360,2124,4866,14,,,
2021/1/22,金,三宮,11990,3798,11568,32,,,
2021/1/22,金,西神中央,5219,2164,4568,14,,,
2021/1/23,土,三宮,5124,1963,7932,23,,,
2021/1/23,土,西神中央,1766,1019,2255,22,,,
2021/1/24,日,三宮,3768,1397,6910,25,,,
2021/1/24,日,西神中央,1169,668,1860,8,,,
2021/1/25,月,三宮,12371,4023,11524,21,,,
2021/1/25,月,西神中央,5528,2139,5027,21,,,
2021/1/26,火,三宮,12244,3998,11567,24,,,
2021/1/26,火,西神中央,5430,2053,4828,15,,,
2021/1/27,水,三宮,11991,3945,11156,24,,,
2021/1/27,水,西神中央,5339,1992,4840,19,,,
2021/1/28,木,三宮,12223,3905,11851,19,,,
2021/1/28,木,西神中央,5433,2093,4744,13,,,
2021/1/29,金,三宮,12275,3938,12058,29,,,
2021/1/29,金,西神中央,5325,2061,4727,14,,,
2021/1/30,土,三宮,5504,1921,9176,88,,,
2021/1/30,土,西神中央,1844,1134,2624,8,,,
